Sub-Category,Sales,Order_Date
Binders,8.904,04-10-2016
Labels,10.44,11-11-2017
Binders,18.336,11-11-2017
Phones,323.976,9/15/2017
Paper,20.04,04-08-2016
Storage,64.96,04-08-2016
Paper,12.96,04-08-2016
Bookcases,323.136,12/30/2017
Phones,90.93,12/30/2017
Binders,52.776,12/30/2017
Phones,1199.8,09-02-2017
Accessories,1928.78,09-02-2017
Storage,352.38,09-02-2017
Furnishings,22.2,5/31/2015
Furnishings,46.94,11/27/2017
Accessories,143.73,11/27/2017
Tables,99.918,6/15/2014
Chairs,797.944,6/15/2014
Binders,8.568,6/15/2014
Envelopes,149.352,03-05-2016
Storage,12.992,03-05-2016
Storage,24.56,12-05-2014
Accessories,85.14,04-11-2015
Phones,21.99,04-11-2015
Appliances,406.6,04-11-2015
Binders,841.568,9/15/2016
Paper,15.552,9/13/2014
Accessories,252.0,9/13/2014
Art,46.2,10-05-2015
Appliances,28.84,10-05-2015
Art,14.592,4/14/2017
Art,89.856,4/14/2017
Paper,13.872,4/14/2017
Paper,12.192,09-02-2017
Paper,45.056,6/20/2016
Binders,29.718,6/20/2016
Paper,15.552,6/20/2016
Appliances,447.696,6/20/2016
Accessories,159.99,11-05-2017
Paper,12.96,12/13/2015
Appliances,134.48,12/13/2015
Paper,17.12,6/19/2016
Binders,6.096,12/13/2016
Tables,1114.272,12/13/2016
Paper,32.4,5/29/2015
Storage,540.57,5/29/2015
Binders,167.76,5/29/2015
Tables,393.165,7/26/2015
Furnishings,516.488,11/28/2017
Furnishings,1007.232,11/28/2017
Tables,2065.32,11/28/2017
Paper,15.552,11/28/2017
Paper,25.344,11/28/2017
Furnishings,25.472,04-03-2017
Art,27.168,12/28/2017
Bookcases,78.8528,12/28/2017
Storage,173.8,11/30/2017
Phones,29.592,5/15/2017
Binders,4.752,5/15/2017
Paper,15.552,5/15/2017
Furnishings,204.6,9/22/2015
Chairs,321.568,11/14/2017
Binders,6.24,11/27/2015
Envelopes,21.88,09-01-2016
Labels,4.608,9/22/2014
Labels,9.82,04-09-2017
Art,35.97,04-09-2017
Paper,12.96,04-09-2017
Paper,191.6,04-09-2017
Labels,8.64,04-09-2017
Storage,501.81,04-09-2017
Furnishings,127.104,1/16/2014
Phones,124.2,1/16/2014
Binders,18.588,1/16/2014
Labels,30.072,1/16/2014
Phones,160.93,10-05-2017
Binders,75.792,10-05-2017
Binders,1.08,07-09-2017
Machines,3059.982,01-07-2017
Binders,3.282,5/30/2016
Paper,34.02,12-09-2015
Chairs,599.292,10-03-2016
Art,3.392,11-11-2014
Phones,559.984,11-11-2014
Chairs,603.92,11-11-2014
Labels,7.968,9/29/2017
Envelopes,27.968,9/29/2017
Machines,336.51,9/29/2017
Binders,1.112,03-10-2015
Furnishings,520.05,5/21/2017
Art,17.97,5/21/2017
Chairs,1166.92,3/29/2015
Binders,14.624,09-09-2016
Fasteners,10.23,8/26/2016
Paper,154.9,8/26/2016
Binders,2715.93,5/21/2014
Phones,617.97,5/21/2014
Envelopes,10.67,10/28/2015
Storage,36.63,10/28/2015
Furnishings,24.1,10/28/2015
Furnishings,33.11,10/28/2015
Art,44.02,11/13/2016
Accessories,2309.65,7/31/2015
Tables,1090.782,7/31/2015
Paper,19.44,7/31/2015
Storage,484.65,8/27/2015
Paper,115.296,11/13/2015
Envelopes,7.08,11-06-2015
Binders,4.401,11-06-2015
Paper,44.75,12/26/2017
Phones,95.984,08-01-2017
Furnishings,151.72,11/24/2014
Furnishings,155.25,6/17/2017
Storage,14.03,6/17/2017
Tables,1618.37,12/21/2015
Accessories,99.6,12/21/2015
Paper,32.4,9/17/2015
Furnishings,13.96,07-06-2015
Furnishings,155.82,07-06-2015
Phones,124.95,07-06-2015
Storage,601.65,07-06-2015
Art,22.74,4/27/2015
Chairs,1267.53,4/27/2015
Machines,1379.92,4/27/2015
Envelopes,6.208,6/16/2015
Binders,11.808,12/17/2017
Paper,15.552,01-11-2016
Paper,63.312,01-11-2016
Phones,15.588,01-11-2016
Paper,177.2,07-11-2014
Phones,197.97,07-11-2014
Chairs,854.94,07-11-2014
Furnishings,124.11,07-11-2014
Labels,14.4,07-11-2014
Paper,15.696,11/20/2016
Binders,2.628,11/20/2016
Binders,14.427,11/20/2016
Furnishings,86.62,4/22/2016
Binders,36.624,6/13/2015
Art,23.968,11/20/2017
Art,28.728,11/20/2017
Tables,697.16,3/20/2016
Accessories,31.86,09-06-2016
Bookcases,722.352,09-06-2016
Art,8.84,07-09-2017
Appliances,58.464,07-09-2017
Chairs,254.604,10-12-2017
Phones,1363.96,03-08-2016
Furnishings,102.36,03-08-2016
Phones,1113.504,5/27/2014
Accessories,99.99,5/27/2014
Furnishings,168.464,07-03-2015
Paper,6.72,07-03-2015
Furnishings,282.888,07-03-2015
Art,11.16,04-04-2015
Furnishings,108.4,04-04-2015
Binders,82.344,04-04-2015
Binders,9.088,04-04-2015
Binders,19.936,12-10-2017
Binders,65.568,12-10-2017
Fasteners,4.416,11/24/2016
Chairs,107.772,3/23/2015
Appliances,45.216,4/16/2015
Fasteners,10.416,4/16/2015
Art,7.872,4/16/2015
Phones,118.782,4/16/2015
Fasteners,1.448,4/16/2015
Binders,55.47,4/16/2015
Chairs,194.848,10-01-2016
Supplies,1.744,9/28/2017
Binders,25.176,7/25/2015
Art,19.46,11/20/2015
Paper,29.472,4/28/2016
Binders,8.64,11/14/2017
Binders,6.27,11-12-2016
Binders,4.368,11-12-2016
Accessories,31.984,11-12-2016
Art,40.88,9/29/2016
Appliances,119.96,9/23/2017
Storage,31.44,9/23/2017
Binders,6.88,9/23/2017
Paper,19.92,11/29/2015
Chairs,1106.91,11/29/2015
Tables,836.592,03-01-2016
Paper,26.38,03-01-2016
Storage,362.92,03-01-2016
Machines,4899.93,03-01-2016
Paper,6.48,08-12-2016
Phones,71.976,8/15/2016
Labels,3.15,8/15/2016
Furnishings,31.984,06-04-2017
Phones,71.984,06-04-2017
Art,120.15,12-06-2015
Phones,219.184,12-06-2015
Paper,28.9,12/27/2015
Appliances,355.96,12/27/2015
Storage,348.208,1/21/2017
Binders,35.784,1/21/2017
Tables,447.84,6/25/2014
Art,7.04,6/14/2016
Furnishings,8.73,6/14/2016
Accessories,29.29,6/14/2016
Art,8.64,6/14/2016
Binders,2.694,4/21/2017
Binders,2.934,4/21/2017
Paper,22.92,10/21/2016
Storage,100.704,11/19/2016
Furnishings,2.328,11/19/2016
Binders,10.78,11/19/2016
Fasteners,58.368,11/19/2016
Envelopes,40.968,11/19/2016
Phones,71.96,11/19/2016
Paper,10.368,11/19/2016
Binders,1.192,11/19/2016
Binders,46.672,12/18/2017
Bookcases,119.833,12/18/2017
Accessories,119.98,12/18/2017
Labels,6.3,7/22/2016
Paper,279.9,09-04-2015
Accessories,619.95,09-04-2015
Paper,4.36,09-04-2015
Envelopes,15.28,09-04-2015
Phones,699.93,1/20/2014
Art,22.96,1/20/2014
Furnishings,38.6,1/20/2014
Art,6.63,1/20/2014
Envelopes,23.34,1/20/2014
Chairs,1067.94,1/20/2014
Art,10.16,03-02-2015
Envelopes,101.88,03-02-2015
Tables,343.92,04-12-2016
Paper,40.99,04-12-2016
Envelopes,63.9,04-12-2016
Paper,19.44,12-06-2016
Storage,124.608,06-05-2016
Labels,7.56,06-05-2016
Storage,85.224,12-11-2016
Envelopes,287.52,11-12-2016
Appliances,37.68,11-12-2016
Paper,19.98,11-12-2016
Art,20.58,11-12-2016
Binders,17.38,11-12-2016
Furnishings,204.6,9/29/2014
Fasteners,8.72,9/29/2014
Paper,6.48,9/29/2014
Machines,686.32,9/29/2014
Storage,62.18,9/29/2014
Appliances,644.076,04-04-2015
Fasteners,5.84,04-04-2015
Binders,12.76,04-04-2015
Phones,10.95,04-04-2015
Copiers,599.98,04-04-2015
Furnishings,8.352,05-08-2015
Art,3.64,12/31/2016
Binders,159.768,12/31/2016
Storage,122.48,12/20/2014
Tables,2244.48,12/20/2014
Binders,62.31,12/20/2014
Tables,455.1,12/20/2014
Chairs,195.184,07-02-2016
Appliances,362.94,6/29/2017
Binders,11.54,6/29/2017
Art,53.94,09-01-2014
Phones,9.99,03-03-2014
Binders,125.76,03-03-2014
Binders,25.32,03-03-2014
Binders,46.8,05-04-2014
Accessories,447.93,11-02-2015
Furnishings,109.48,12-08-2017
Storage,272.94,12-08-2017
Paper,19.44,12-08-2017
Storage,31.92,12-08-2017
Paper,22.38,03-10-2014
Binders,16.52,4/21/2014
Binders,5.176,10/22/2015
Binders,50.112,8/22/2015
Supplies,27.93,8/29/2016
Labels,11.56,12/27/2014
Chairs,172.5,12-01-2016
Phones,179.97,12-01-2016
Accessories,258.696,4/24/2016
Phones,1322.93,6/21/2014
Art,3.76,6/21/2014
Envelopes,21.744,1/14/2017
Phones,7.92,1/14/2017
Binders,12.096,11/24/2014
Storage,485.88,11/24/2014
Paper,25.92,11/24/2014
Storage,197.58,11/24/2014
Appliances,81.92,2/26/2017
Phones,889.536,2/26/2017
Chairs,892.224,2/26/2017
Paper,223.92,2/26/2017
Paper,23.12,2/26/2017
Paper,15.552,9/15/2015
Furnishings,15.712,9/15/2015
Storage,24.672,9/15/2015
Furnishings,55.968,9/15/2015
Accessories,431.928,04-08-2016
Chairs,95.984,04-08-2016
Binders,1088.792,04-08-2016
Chairs,544.008,7/18/2016
Binders,1.872,7/18/2016
Chairs,854.352,7/18/2016
Storage,593.568,7/18/2016
Storage,338.04,7/18/2016
Phones,271.96,08-01-2017
Storage,11.21,7/14/2016
Binders,9.144,7/14/2016
Fasteners,14.07,7/14/2016
Art,41.86,7/14/2016
Binders,8.544,7/14/2016
Bookcases,579.136,7/14/2016
Chairs,141.372,09-09-2017
Binders,3.036,09-09-2017
Binders,4.503,09-09-2017
Art,4.672,09-09-2017
Accessories,95.88,09-09-2017
Furnishings,17.024,09-09-2017
Accessories,258.696,09-09-2017
Phones,1931.958,09-09-2017
Storage,249.75,07-12-2014
Phones,255.936,07-12-2014
Furnishings,113.79,12-04-2016
Accessories,78.15,12-04-2016
Binders,1.728,12-04-2016
Paper,40.56,12-04-2016
Storage,182.94,12-04-2016
Storage,193.86,12-04-2016
Envelopes,15.28,11-06-2017
Furnishings,8.73,11-06-2017
Art,5.68,11-06-2017
Art,2.78,10/31/2015
Envelopes,79.96,10/31/2015
Copiers,839.988,5/30/2016
Furnishings,47.952,10/28/2016
Binders,37.425,10/28/2016
Furnishings,63.968,10/28/2016
Furnishings,165.048,10/28/2016
Furnishings,12.35,08-11-2014
Art,40.97,08-11-2014
Fasteners,22.96,08-11-2014
Phones,22.0,8/29/2016
Binders,398.352,2/15/2016
Fasteners,8.72,2/15/2016
Envelopes,48.69,5/14/2017
Tables,764.688,12-12-2014
Tables,3610.848,12-12-2014
Bookcases,254.9745,12-12-2014
Art,38.82,12/18/2017
Chairs,1141.938,12/18/2017
Appliances,1704.56,12/18/2017
Art,3.2,12/18/2017
Phones,1099.96,07-04-2015
Art,5.248,03-10-2017
Phones,35.91,03-10-2017
Furnishings,6.696,03-10-2017
Furnishings,43.872,03-10-2017
Binders,27.882,12/24/2016
Storage,540.048,12/24/2016
Accessories,255.68,12/24/2016
Phones,863.88,10/23/2017
Binders,17.616,10/28/2016
Binders,17.472,07-07-2017
Phones,69.9,10-01-2016
Furnishings,41.85,10-01-2016
Art,6.57,09-02-2017
Storage,142.86,12/24/2014
Chairs,292.272,12/24/2014
Furnishings,29.328,9/23/2017
Paper,12.48,06-04-2017
Storage,102.336,4/21/2016
Appliances,48.792,4/21/2016
Binders,44.848,4/21/2016
Paper,10.368,5/26/2016
Chairs,388.43,5/26/2016
Paper,14.352,5/26/2016
Accessories,63.992,5/26/2016
Art,86.352,05-02-2016
Accessories,32.97,09-08-2014
Accessories,83.88,09-08-2014
Phones,278.4,09-05-2016
Labels,15.12,04-09-2017
Binders,17.43,04-09-2017
Paper,251.64,04-09-2017
Binders,2.772,12-06-2015
Storage,14.9,6/26/2016
Art,15.48,07-04-2015
Furnishings,39.88,11/22/2016
Binders,12.192,11/22/2016
Art,20.82,11/22/2016
Binders,13.216,11-10-2016
Paper,32.4,11-10-2016
Supplies,32.94,8/27/2015
Paper,114.2,8/27/2015
Labels,3.08,8/27/2015
Appliances,845.728,5/25/2015
Binders,13.904,12/30/2017
Binders,20.72,12/30/2017
Phones,114.95,12-08-2016
Storage,26.96,10-04-2015
Furnishings,572.76,12/23/2016
Furnishings,286.38,12/23/2016
Bookcases,61.96,9/19/2015
Furnishings,23.99,07-03-2017
Phones,287.97,07-03-2017
Phones,419.944,7/14/2016
Paper,46.76,6/20/2016
Binders,17.712,6/20/2016
Appliances,21.78,6/20/2016
Storage,161.94,6/20/2016
Chairs,161.568,6/20/2016
Labels,3.69,12-09-2016
Labels,122.12,12-09-2016
Chairs,155.372,9/24/2016
Paper,38.88,12/18/2016
Furnishings,183.84,12/18/2016
Supplies,579.3,12/18/2016
Accessories,14.2,12-10-2017
Phones,575.92,07-01-2014
Binders,5.184,07-01-2014
Binders,5.229,02-03-2017
Storage,285.552,02-03-2017
Appliances,72.8,03-03-2017
Paper,10.816,10-09-2017
Storage,46.26,9/28/2014
Binders,17.46,5/27/2014
Furnishings,51.072,6/14/2015
Paper,11.34,3/30/2016
Art,87.92,10/15/2017
Furnishings,37.05,5/23/2016
Phones,2.97,06-02-2017
Storage,27.44,06-02-2017
Binders,1.08,2/16/2014
Appliances,7.96,2/16/2014
Binders,140.736,05-06-2014
Storage,552.56,5/16/2016
Furnishings,25.11,04-02-2017
Furnishings,29.78,3/31/2017
Phones,677.58,3/31/2017
Paper,75.04,3/31/2017
Machines,695.7,01-02-2017
Binders,15.66,01-02-2017
Binders,28.854,01-02-2017
Art,47.82,5/28/2015
Labels,13.05,5/28/2015
Appliances,93.78,3/17/2014
Paper,47.18,3/17/2014
Art,19.68,3/17/2014
Binders,53.4,3/17/2014
Binders,35.88,3/17/2014
Chairs,258.279,10-03-2014
Storage,31.4,3/28/2016
Phones,183.96,05-04-2017
Paper,17.61,05-04-2017
Tables,300.904,05-04-2017
Storage,220.776,07-05-2014
Storage,281.424,07-05-2014
Paper,79.14,05-05-2016
Furnishings,1.988,4/26/2017
Chairs,145.568,9/26/2014
Art,123.256,10/19/2017
Paper,23.68,10/19/2017
Phones,309.576,10/19/2017
Binders,38.388,11-10-2017
Machines,95.994,11-10-2017
Accessories,239.952,11-10-2017
Phones,201.584,11-10-2017
Chairs,899.136,11-10-2017
Furnishings,145.9,07-08-2017
Bookcases,590.058,12/24/2015
Art,14.04,12/24/2015
Accessories,49.08,03-07-2017
Labels,29.6,04-01-2014
Binders,17.088,04-01-2014
Tables,912.75,9/14/2015
Appliances,1089.75,08-04-2014
Paper,447.84,08-04-2014
Art,16.4,08-04-2014
Phones,399.96,08-04-2014
Storage,158.9,08-04-2014
Binders,13.184,08-04-2014
Furnishings,83.952,09-03-2016
Storage,80.98,02-05-2016
Paper,348.84,02-05-2016
Fasteners,9.45,02-05-2016
Furnishings,18.84,02-05-2016
Bookcases,239.98,02-05-2016
Envelopes,167.96,02-05-2016
Phones,104.85,02-05-2016
Phones,484.83,02-05-2016
Paper,122.97,02-05-2016
Storage,154.44,02-05-2016
Paper,342.37,02-05-2016
Art,9.552,07-03-2017
Tables,652.45,10-09-2017
Tables,66.645,10-09-2017
Binders,17.216,11/24/2016
Paper,11.56,11/24/2016
Accessories,88.4,11/24/2016
Paper,6.48,11/24/2016
Phones,21.8,11-01-2016
Envelopes,251.79,11-01-2016
Tables,205.176,4/19/2016
Paper,419.4,4/19/2016
Supplies,10.304,04-06-2014
Tables,154.764,04-06-2014
Accessories,116.784,04-06-2014
Art,75.48,09-02-2016
Furnishings,39.98,09-02-2016
Tables,393.165,9/25/2016
Labels,23.68,11-04-2017
Chairs,408.006,07-09-2016
Furnishings,165.28,07-09-2016
Binders,334.768,6/30/2014
Accessories,239.97,1/28/2017
Furnishings,37.74,1/28/2017
Phones,946.344,9/21/2015
Accessories,151.2,9/21/2015
Furnishings,4.928,9/21/2015
Paper,86.272,9/26/2015
Binders,72.588,9/26/2015
Appliances,60.672,9/26/2015
Binders,77.031,9/26/2015
Storage,119.904,9/26/2015
Phones,263.96,9/26/2015
Storage,363.648,9/26/2015
Binders,9.728,10/31/2015
Envelopes,14.75,10/31/2015
Binders,29.8,10/31/2015
Labels,427.42,10/31/2015
Phones,220.752,11/26/2017
Binders,152.76,12/19/2014
Supplies,7.27,12/19/2014
Chairs,1819.86,12/19/2014
Paper,33.9,12/26/2016
Paper,31.104,6/20/2017
Art,5.248,6/20/2017
Accessories,263.88,10/15/2015
Chairs,2453.43,10/15/2015
Binders,29.7,04-12-2017
Paper,39.96,04-12-2017
Binders,36.672,12/19/2017
Paper,13.76,08-05-2017
Storage,139.424,10-01-2015
Phones,1979.928,5/23/2016
Storage,164.736,6/13/2017
Chairs,470.302,6/13/2017
Phones,47.984,6/13/2017
Binders,2.502,4/23/2014
Phones,88.752,05-01-2015
Binders,2.025,7/19/2015
Paper,70.98,11/26/2016
Binders,91.68,11/26/2016
Binders,33.75,11/26/2016
Machines,3040.0,11/26/2016
Binders,91.2,06-12-2017
Tables,452.94,06-12-2017
Binders,52.2,8/17/2015
Labels,15.936,9/25/2016
Furnishings,27.46,05-04-2014
Binders,55.424,12-01-2015
Tables,244.006,03-11-2016
Accessories,159.984,8/26/2016
Chairs,1024.716,8/26/2016
Fasteners,3.68,12/16/2016
Furnishings,121.376,08-08-2014
Accessories,95.976,08-08-2014
Accessories,255.968,5/16/2015
Chairs,872.94,12-09-2017
Binders,41.54,12-09-2017
Paper,12.96,12-09-2017
Art,6.848,9/24/2015
Labels,8.67,07-11-2017
Furnishings,6.688,12-01-2015
Art,17.28,11/19/2016
Binders,17.712,11/19/2016
Labels,28.91,3/19/2017
Supplies,52.136,11/13/2016
Phones,31.968,11/19/2017
Paper,25.92,12-02-2016
Paper,40.46,12-02-2016
Storage,33.87,12-02-2016
Art,9.728,8/25/2017
Paper,3.424,8/25/2017
Accessories,177.0,10/14/2016
Fasteners,3.76,11/27/2014
Phones,1212.848,11-03-2015
Accessories,89.97,11-03-2015
Furnishings,42.6,11-03-2015
Labels,5.04,11/29/2014
Envelopes,62.96,4/30/2017
Paper,5.88,11/24/2017
Chairs,977.292,11/24/2017
Furnishings,9.64,10/30/2017
Art,40.05,12/17/2014
Art,10.192,09-04-2017
Storage,16.784,09-04-2017
Art,13.12,09-04-2017
Binders,18.16,10/17/2016
Paper,16.056,11-12-2017
Paper,223.056,11-12-2017
Storage,540.048,11-12-2017
Phones,33.52,11/24/2016
Furnishings,9.94,11/24/2016
Art,6.72,08-01-2015
Tables,1004.976,08-01-2015
Binders,17.88,12/24/2017
Machines,396.0,9/17/2016
Binders,34.5,12-10-2017
Furnishings,8.36,09-12-2017
Art,385.6,6/24/2017
Art,35.82,6/24/2017
Storage,200.064,8/18/2017
Binders,21.38,8/18/2017
Binders,6.744,8/18/2017
Chairs,63.686,12-11-2017
Tables,1669.6,12-10-2017
Binders,83.84,02-03-2014
Binders,13.272,02-03-2014
Binders,21.336,02-11-2017
Art,16.52,4/16/2017
Furnishings,206.112,12-06-2015
Paper,19.92,12-06-2015
Paper,198.272,12-06-2015
Storage,247.104,12-06-2015
Art,86.304,12-06-2015
Art,4.16,7/22/2016
Furnishings,11.648,7/22/2016
Fasteners,26.18,11-07-2015
Paper,7.3,11-07-2015
Paper,74.352,3/26/2015
Storage,10.744,8/31/2017
Fasteners,8.376,8/31/2017
Storage,212.88,12-04-2016
Bookcases,203.983,02-10-2017
Storage,40.74,10/29/2016
Appliances,11.67,10/29/2016
Phones,39.99,9/15/2017
Art,16.28,9/15/2017
Bookcases,782.94,9/15/2017
Binders,242.48,9/15/2017
Furnishings,8.32,03-11-2014
Fasteners,10.464,03-11-2014
Binders,82.896,02-04-2014
Paper,34.24,02-04-2014
Bookcases,1573.488,12/31/2014
Paper,335.52,11/23/2015
Binders,23.912,11/23/2015
Storage,27.056,11/23/2015
Copiers,559.992,07-06-2014
Appliances,9.324,11/13/2017
Paper,111.96,6/17/2016
Labels,21.56,05-03-2014
Binders,124.75,10/16/2017
Art,5.28,02-06-2015
Accessories,91.96,09-04-2017
Envelopes,9.344,05-09-2016
Art,79.36,05-09-2016
Tables,171.96,3/16/2015
Binders,35.352,04-09-2016
Labels,18.9,04-04-2014
Art,2.78,09-05-2017
Tables,1044.63,6/30/2017
Paper,11.352,11-09-2015
Storage,354.9,03-04-2014
Phones,453.576,3/19/2015
Accessories,21.48,11/29/2015
Binders,8.784,11/29/2015
Paper,122.97,06-11-2017
Art,12.84,11/26/2017
Chairs,603.92,11/23/2014
Envelopes,21.84,11/23/2014
Accessories,29.99,11/23/2014
Chairs,381.44,11/23/2014
Phones,40.68,12/15/2014
Chairs,763.28,12/15/2014
Storage,23.952,4/22/2016
Paper,4.98,5/23/2016
Appliances,170.88,2/27/2016
Phones,307.98,08-09-2015
Tables,382.806,08-09-2015
Storage,41.96,08-09-2015
Binders,1217.568,08-09-2015
Furnishings,47.04,08-09-2015
Furnishings,6.16,08-09-2015
Phones,979.95,08-09-2015
Paper,143.7,08-09-2015
Fasteners,10.65,08-09-2015
Accessories,247.8,08-09-2015
Art,10.96,05-12-2016
Art,33.488,4/15/2016
Fasteners,8.04,4/15/2016
Phones,201.568,6/23/2015
Paper,13.44,10/19/2014
Bookcases,359.058,3/24/2015
Chairs,47.992,05-08-2017
Furnishings,547.3,10/16/2017
Paper,16.896,11/19/2017
Supplies,6.672,11/19/2017
Art,99.136,11/19/2017
Furnishings,15.992,11/19/2017
Furnishings,211.96,05-08-2016
Art,6.672,12-11-2016
Art,155.94,11/30/2017
Phones,39.96,4/19/2016
Art,5.46,4/19/2016
Art,73.2,4/19/2016
Binders,5.84,4/19/2016
Paper,22.72,4/19/2016
Binders,9.336,4/19/2016
Bookcases,290.666,5/26/2014
Phones,201.584,5/26/2014
Phones,83.984,5/26/2014
Storage,1000.02,12/21/2017
Accessories,83.976,3/15/2016
Labels,3.75,08-10-2015
Labels,41.4,08-10-2015
Art,29.79,08-10-2015
Storage,59.48,09-10-2016
Paper,6.69,09-10-2016
Furnishings,198.46,07-08-2017
Labels,786.48,07-08-2017
Binders,23.168,07-08-2017
Accessories,50.0,07-08-2017
Phones,675.96,12/19/2015
Accessories,1265.85,12/19/2015
Appliances,523.25,11/16/2015
Chairs,517.5,9/24/2015
Furnishings,17.92,6/21/2017
Binders,41.256,6/21/2017
Storage,1006.056,05-08-2016
Paper,10.688,05-08-2016
Paper,10.368,05-08-2016
Storage,25.12,05-08-2016
Accessories,58.112,05-08-2016
Paper,15.552,11/26/2014
Storage,669.08,11/26/2014
Phones,438.336,11/26/2014
Paper,19.44,5/26/2016
Binders,9.64,5/26/2016
Paper,12.7,5/26/2016
Furnishings,41.37,5/26/2016
Fasteners,12.624,11/29/2014
Storage,1247.64,3/19/2015
Copiers,3149.93,3/19/2015
Paper,209.7,3/19/2015
Accessories,35.36,11-01-2015
Fasteners,3.168,11-01-2015
Binders,121.104,9/26/2015
Phones,45.894,9/26/2015
Paper,109.92,8/29/2014
Paper,13.36,8/29/2014
Storage,169.68,11/18/2017
Accessories,132.52,11/18/2017
Fasteners,2.96,11/18/2017
Binders,8.448,11/18/2017
Storage,95.94,11/18/2017
Furnishings,34.79,05-12-2014
Phones,160.776,1/20/2017
Binders,88.752,10/30/2017
Binders,13.904,10/30/2017
Phones,677.58,4/30/2017
Binders,13.896,4/30/2017
Storage,41.92,11/24/2016
Accessories,297.576,11/24/2016
Fasteners,4.344,11/24/2016
Accessories,94.992,11/24/2016
Paper,74.352,11/24/2016
Art,14.04,11/24/2016
Tables,1018.104,01-10-2015
Phones,16.68,10/19/2017
Accessories,58.58,3/22/2016
Phones,167.968,07-03-2017
Labels,196.62,12-11-2015
Furnishings,21.936,9/17/2015
Binders,6.588,9/17/2015
Storage,104.28,5/18/2016
Paper,17.94,5/18/2016
Storage,64.784,09-07-2014
Phones,32.382,09-07-2014
Furnishings,42.368,09-07-2014
Machines,399.54,09-07-2014
Paper,18.97,9/29/2016
Furnishings,14.82,11-07-2016
Appliances,99.28,4/24/2017
Binders,1.188,4/24/2017
Binders,7.518,4/24/2017
Paper,10.368,12-10-2017
Furnishings,310.88,12-10-2017
Tables,853.092,8/16/2014
Paper,33.45,12-09-2017
Binders,10.4,12-09-2017
Furnishings,21.88,3/14/2016
Accessories,13.616,6/26/2016
Accessories,63.96,9/25/2015
Binders,14.46,9/25/2015
Phones,104.98,9/25/2015
Appliances,106.96,12/27/2015
Labels,21.56,12/27/2015
Tables,515.88,06-03-2014
Binders,11.808,7/13/2015
Chairs,1931.04,7/13/2015
Paper,9.96,7/13/2015
Fasteners,12.35,02-02-2014
Binders,9.702,03-08-2016
Binders,11.61,11/22/2015
Labels,43.86,10/30/2017
Phones,148.48,10/30/2017
Paper,7.42,10/30/2017
Chairs,71.992,10/30/2017
Art,19.9,10/30/2017
Appliances,1702.12,10/30/2017
Paper,14.304,1/30/2015
Tables,765.625,09-08-2017
Bookcases,307.666,10-07-2017
Binders,7.712,4/30/2016
Appliances,242.9,5/19/2016
Storage,454.9,5/19/2016
Furnishings,35.92,5/19/2016
Furnishings,39.76,5/19/2016
Binders,47.744,5/19/2016
Phones,159.984,12/20/2015
Accessories,255.968,12/20/2015
Bookcases,359.058,12/20/2015
Appliances,434.352,12/19/2015
Appliances,3.552,12/19/2015
Appliances,88.832,12/19/2015
Tables,1048.35,4/29/2017
Accessories,100.0,02-07-2016
Labels,7.83,02-07-2016
Paper,96.256,9/28/2014
Paper,10.688,9/28/2014
Storage,338.04,07-10-2016
Art,154.24,07-10-2016
Appliances,34.848,7/29/2017
Phones,22.0,7/29/2017
Art,4.368,7/29/2017
Storage,31.44,09-03-2015
Accessories,17.9,09-03-2015
Accessories,129.45,09-03-2015
Labels,20.88,08-09-2014
Paper,20.736,10/30/2017
Furnishings,7.168,10/30/2017
Storage,11.168,10/30/2017
Accessories,442.4,10/30/2017
Art,13.36,06-06-2014
Binders,11.232,8/13/2016
Paper,10.272,8/13/2016
Paper,10.368,4/25/2014
Art,6.24,4/25/2014
Tables,206.962,11/22/2015
Furnishings,9.46,10/14/2017
Storage,559.62,12-02-2017
Paper,109.92,12-02-2017
Paper,8.56,12-02-2017
Paper,360.712,12-08-2015
Phones,1718.4,12-08-2015
Binders,41.568,7/13/2015
Accessories,46.864,05-11-2014
Art,19.536,01-05-2014
Bookcases,411.332,09-05-2015
Binders,28.752,09-05-2015
Bookcases,293.199,09-05-2015
Supplies,35.06,08-04-2016
Labels,4.13,08-04-2016
Furnishings,109.8,08-04-2016
Labels,9.82,08-04-2016
Binders,7.644,3/22/2014
Binders,51.465,3/22/2014
Supplies,6.976,03-02-2017
Binders,12.222,03-02-2017
