Category,Quantity,Order_Date
Office Supplies,3,09-02-2017
Office Supplies,8,6/20/2016
Office Supplies,6,6/20/2016
Office Supplies,3,6/20/2016
Office Supplies,2,6/20/2016
Technology,1,11-05-2017
Office Supplies,2,12/13/2015
Office Supplies,4,12/13/2015
Office Supplies,2,6/19/2016
Office Supplies,2,12/13/2016
Furniture,4,12/13/2016
Office Supplies,5,5/29/2015
Office Supplies,3,5/29/2015
Office Supplies,5,5/29/2015
Furniture,3,7/26/2015
Furniture,7,11/28/2017
Furniture,6,11/28/2017
Furniture,12,11/28/2017
Office Supplies,3,11/28/2017
Office Supplies,6,11/28/2017
Furniture,4,04-03-2017
Office Supplies,2,12/28/2017
Furniture,2,12/28/2017
Office Supplies,5,11/30/2017
Technology,1,5/15/2017
Office Supplies,2,5/15/2017
Office Supplies,3,5/15/2017
Furniture,2,9/22/2015
Furniture,2,11/14/2017
Office Supplies,2,11/27/2015
Office Supplies,2,09-01-2016
Office Supplies,2,9/22/2014
Office Supplies,2,04-09-2017
Office Supplies,3,04-09-2017
Office Supplies,2,04-09-2017
Office Supplies,4,04-09-2017
Office Supplies,3,04-09-2017
Office Supplies,3,04-09-2017
Furniture,6,1/16/2014
Technology,3,1/16/2014
Office Supplies,2,1/16/2014
Office Supplies,3,1/16/2014
Technology,7,10-05-2017
Office Supplies,3,10-05-2017
Office Supplies,2,07-09-2017
Technology,2,01-07-2017
Office Supplies,2,5/30/2016
Office Supplies,3,12-09-2015
Furniture,6,10-03-2016
Office Supplies,1,11-11-2014
Technology,2,11-11-2014
Furniture,5,11-11-2014
Office Supplies,2,9/29/2017
Office Supplies,4,9/29/2017
Technology,3,9/29/2017
Office Supplies,2,03-10-2015
Furniture,5,5/21/2017
Office Supplies,3,5/21/2017
Furniture,5,3/29/2015
Office Supplies,2,09-09-2016
Office Supplies,3,8/26/2016
Office Supplies,5,8/26/2016
Office Supplies,7,5/21/2014
Technology,3,5/21/2014
Office Supplies,1,10/28/2015
Office Supplies,3,10/28/2015
Furniture,5,10/28/2015
Furniture,7,10/28/2015
Office Supplies,2,11/13/2016
Technology,7,7/31/2015
Furniture,7,7/31/2015
Office Supplies,3,7/31/2015
Office Supplies,3,8/27/2015
Office Supplies,3,11/13/2015
Office Supplies,3,11-06-2015
Office Supplies,3,11-06-2015
Office Supplies,5,12/26/2017
Technology,2,08-01-2017
Furniture,4,11/24/2014
Furniture,3,6/17/2017
Office Supplies,1,6/17/2017
Furniture,13,12/21/2015
Technology,1,12/21/2015
Office Supplies,5,9/17/2015
Furniture,2,07-06-2015
Furniture,3,07-06-2015
Technology,5,07-06-2015
Office Supplies,5,07-06-2015
Office Supplies,3,4/27/2015
Furniture,3,4/27/2015
Technology,8,4/27/2015
Office Supplies,2,6/16/2015
Office Supplies,2,12/17/2017
Office Supplies,3,01-11-2016
Office Supplies,3,01-11-2016
Technology,2,01-11-2016
Office Supplies,5,07-11-2014
Technology,3,07-11-2014
Furniture,3,07-11-2014
Furniture,9,07-11-2014
Office Supplies,5,07-11-2014
Office Supplies,3,11/20/2016
Office Supplies,2,11/20/2016
Office Supplies,3,11/20/2016
Furniture,2,4/22/2016
Office Supplies,3,6/13/2015
Office Supplies,7,11/20/2017
Office Supplies,3,11/20/2017
Furniture,4,3/20/2016
Technology,2,09-06-2016
Furniture,3,09-06-2016
Office Supplies,5,07-09-2017
Office Supplies,9,07-09-2017
Furniture,14,10-12-2017
Technology,5,03-08-2016
Furniture,3,03-08-2016
Technology,12,5/27/2014
Technology,1,5/27/2014
Furniture,2,07-03-2015
Office Supplies,2,07-03-2015
Furniture,9,07-03-2015
Office Supplies,2,04-04-2015
Furniture,2,04-04-2015
Office Supplies,3,04-04-2015
Office Supplies,4,04-04-2015
Office Supplies,4,12-10-2017
Office Supplies,2,12-10-2017
Office Supplies,3,11/24/2016
Furniture,2,3/23/2015
Office Supplies,3,4/16/2015
Office Supplies,7,4/16/2015
Office Supplies,3,4/16/2015
Technology,3,4/16/2015
Office Supplies,1,4/16/2015
Office Supplies,5,4/16/2015
Furniture,4,10-01-2016
Office Supplies,1,9/28/2017
Office Supplies,4,7/25/2015
Office Supplies,7,11/20/2015
Office Supplies,3,4/28/2016
Office Supplies,2,11/14/2017
Office Supplies,5,11-12-2016
Office Supplies,7,11-12-2016
Technology,2,11-12-2016
Office Supplies,7,9/29/2016
Office Supplies,2,9/23/2017
Office Supplies,3,9/23/2017
Office Supplies,1,9/23/2017
Office Supplies,4,11/29/2015
Furniture,9,11/29/2015
Furniture,8,03-01-2016
Office Supplies,1,03-01-2016
Office Supplies,2,03-01-2016
Technology,7,03-01-2016
Office Supplies,1,08-12-2016
Technology,3,8/15/2016
Office Supplies,1,8/15/2016
Furniture,2,06-04-2017
Technology,2,06-04-2017
Office Supplies,9,12-06-2015
Technology,2,12-06-2015
Office Supplies,5,12/27/2015
Office Supplies,2,12/27/2015
Office Supplies,7,1/21/2017
Office Supplies,7,1/21/2017
Furniture,5,6/25/2014
Office Supplies,4,6/14/2016
Furniture,3,6/14/2016
Technology,1,6/14/2016
Office Supplies,3,6/14/2016
Office Supplies,3,4/21/2017
Office Supplies,3,4/21/2017
Office Supplies,3,10/21/2016
Office Supplies,6,11/19/2016
Furniture,2,11/19/2016
Office Supplies,5,11/19/2016
Office Supplies,12,11/19/2016
Office Supplies,3,11/19/2016
Technology,5,11/19/2016
Office Supplies,2,11/19/2016
Office Supplies,2,11/19/2016
Office Supplies,2,12/18/2017
Furniture,1,12/18/2017
Technology,2,12/18/2017
Office Supplies,2,7/22/2016
Office Supplies,5,09-04-2015
Technology,5,09-04-2015
Office Supplies,2,09-04-2015
Office Supplies,2,09-04-2015
Technology,7,1/20/2014
Office Supplies,7,1/20/2014
Furniture,4,1/20/2014
Office Supplies,3,1/20/2014
Office Supplies,3,1/20/2014
Furniture,3,1/20/2014
Office Supplies,1,03-02-2015
Office Supplies,6,03-02-2015
Furniture,4,04-12-2016
Office Supplies,1,04-12-2016
Office Supplies,5,04-12-2016
Office Supplies,3,12-06-2016
Office Supplies,4,06-05-2016
Office Supplies,3,06-05-2016
Office Supplies,3,12-11-2016
Office Supplies,8,11-12-2016
Office Supplies,2,11-12-2016
Office Supplies,2,11-12-2016
Office Supplies,7,11-12-2016
Office Supplies,2,11-12-2016
Furniture,2,9/29/2014
Office Supplies,4,9/29/2014
Office Supplies,1,9/29/2014
Technology,2,9/29/2014
Office Supplies,1,9/29/2014
Office Supplies,2,04-04-2015
Office Supplies,2,04-04-2015
Office Supplies,2,04-04-2015
Technology,1,04-04-2015
Technology,2,04-04-2015
Furniture,6,05-08-2015
Office Supplies,2,12/31/2016
Office Supplies,7,12/31/2016
Office Supplies,2,12/20/2014
Furniture,7,12/20/2014
Office Supplies,3,12/20/2014
Furniture,2,12/20/2014
Furniture,1,07-02-2016
Office Supplies,3,6/29/2017
Office Supplies,2,6/29/2017
Office Supplies,3,09-01-2014
Technology,1,03-03-2014
Office Supplies,3,03-03-2014
Office Supplies,5,03-03-2014
Office Supplies,4,05-04-2014
Technology,9,11-02-2015
Furniture,2,12-08-2017
Office Supplies,3,12-08-2017
Office Supplies,3,12-08-2017
Office Supplies,4,12-08-2017
Office Supplies,2,03-10-2014
Office Supplies,5,4/21/2014
Office Supplies,4,10/22/2015
Office Supplies,6,8/22/2015
Office Supplies,3,8/29/2016
Office Supplies,4,12/27/2014
Furniture,2,12-01-2016
Technology,3,12-01-2016
Technology,3,4/24/2016
Technology,7,6/21/2014
Office Supplies,2,6/21/2014
Office Supplies,1,1/14/2017
Technology,5,1/14/2017
Office Supplies,7,11/24/2014
Office Supplies,6,11/24/2014
Office Supplies,4,11/24/2014
Office Supplies,2,11/24/2014
Office Supplies,4,2/26/2017
Technology,8,2/26/2017
Furniture,3,2/26/2017
Office Supplies,4,2/26/2017
Office Supplies,4,2/26/2017
Office Supplies,3,9/15/2015
Furniture,4,9/15/2015
Office Supplies,2,9/15/2015
Furniture,1,9/15/2015
Technology,9,04-08-2016
Furniture,4,04-08-2016
Office Supplies,4,04-08-2016
Furniture,3,7/18/2016
Office Supplies,3,7/18/2016
Furniture,3,7/18/2016
Office Supplies,2,7/18/2016
Office Supplies,3,7/18/2016
Technology,5,08-01-2017
Office Supplies,1,7/14/2016
Office Supplies,3,7/14/2016
Office Supplies,7,7/14/2016
Office Supplies,7,7/14/2016
Office Supplies,2,7/14/2016
Furniture,4,7/14/2016
Furniture,2,09-09-2017
Office Supplies,2,09-09-2017
Office Supplies,1,09-09-2017
Office Supplies,1,09-09-2017
Technology,3,09-09-2017
Furniture,2,09-09-2017
Technology,3,09-09-2017
Technology,7,09-09-2017
Office Supplies,9,07-12-2014
Technology,8,07-12-2014
Furniture,3,12-04-2016
Technology,1,12-04-2016
Office Supplies,1,12-04-2016
Office Supplies,4,12-04-2016
Office Supplies,3,12-04-2016
Office Supplies,2,12-04-2016
Office Supplies,2,11-06-2017
Furniture,1,11-06-2017
Office Supplies,2,11-06-2017
Office Supplies,2,10/31/2015
Office Supplies,2,10/31/2015
Technology,2,5/30/2016
Furniture,3,10/28/2016
Office Supplies,5,10/28/2016
Furniture,2,10/28/2016
Furniture,3,10/28/2016
Furniture,1,08-11-2014
Office Supplies,1,08-11-2014
Office Supplies,2,08-11-2014
Technology,4,8/29/2016
Office Supplies,3,2/15/2016
Office Supplies,4,2/15/2016
Office Supplies,9,5/14/2017
Furniture,6,12-12-2014
Furniture,12,12-12-2014
Furniture,3,12-12-2014
Office Supplies,6,12/18/2017
Furniture,9,12/18/2017
Office Supplies,13,12/18/2017
Office Supplies,2,12/18/2017
Technology,4,07-04-2015
Office Supplies,2,03-10-2017
Technology,3,03-10-2017
Furniture,1,03-10-2017
Furniture,2,03-10-2017
Office Supplies,3,12/24/2016
Office Supplies,3,12/24/2016
Technology,8,12/24/2016
Technology,3,10/23/2017
Office Supplies,4,10/28/2016
Office Supplies,3,07-07-2017
Technology,2,10-01-2016
Furniture,5,10-01-2016
Office Supplies,3,09-02-2017
Office Supplies,1,12/24/2014
Furniture,6,12/24/2014
Furniture,3,9/23/2017
Office Supplies,2,06-04-2017
Office Supplies,4,4/21/2016
Office Supplies,3,4/21/2016
Office Supplies,8,4/21/2016
Office Supplies,2,5/26/2016
Furniture,5,5/26/2016
Office Supplies,3,5/26/2016
Technology,1,5/26/2016
Office Supplies,3,05-02-2016
Technology,3,09-08-2014
Technology,4,09-08-2014
Technology,3,09-05-2016
Office Supplies,3,04-09-2017
Office Supplies,1,04-09-2017
Office Supplies,3,04-09-2017
Office Supplies,7,12-06-2015
Office Supplies,5,6/26/2016
Office Supplies,3,07-04-2015
Furniture,2,11/22/2016
Office Supplies,4,11/22/2016
Office Supplies,3,11/22/2016
Office Supplies,4,11-10-2016
Office Supplies,5,11-10-2016
Office Supplies,3,8/27/2015
Office Supplies,5,8/27/2015
Office Supplies,1,8/27/2015
Office Supplies,13,5/25/2015
Office Supplies,2,12/30/2017
Office Supplies,2,12/30/2017
Technology,5,12-08-2016
Office Supplies,2,10-04-2015
Furniture,6,12/23/2016
Furniture,3,12/23/2016
Furniture,2,9/19/2015
Furniture,1,07-03-2017
Technology,3,07-03-2017
Technology,7,7/14/2016
Office Supplies,7,6/20/2016
Office Supplies,3,6/20/2016
Office Supplies,2,6/20/2016
Office Supplies,3,6/20/2016
Furniture,2,6/20/2016
Office Supplies,1,12-09-2016
Office Supplies,4,12-09-2016
Furniture,2,9/24/2016
Office Supplies,6,12/18/2016
Furniture,8,12/18/2016
Office Supplies,5,12/18/2016
Technology,1,12-10-2017
Technology,2,07-01-2014
Office Supplies,6,07-01-2014
Office Supplies,3,02-03-2017
Office Supplies,2,02-03-2017
Office Supplies,5,03-03-2017
Office Supplies,4,10-09-2017
Office Supplies,3,9/28/2014
Office Supplies,6,5/27/2014
Furniture,6,6/14/2015
Office Supplies,1,3/30/2016
Office Supplies,4,10/15/2017
Furniture,3,5/23/2016
Technology,1,06-02-2017
Office Supplies,2,06-02-2017
Office Supplies,3,2/16/2014
Office Supplies,2,2/16/2014
Office Supplies,8,05-06-2014
Office Supplies,4,5/16/2016
Furniture,3,04-02-2017
Furniture,2,3/31/2017
Technology,3,3/31/2017
Office Supplies,8,3/31/2017
Technology,2,01-02-2017
Office Supplies,5,01-02-2017
Office Supplies,6,01-02-2017
Office Supplies,3,5/28/2015
Office Supplies,5,5/28/2015
Office Supplies,2,3/17/2014
Office Supplies,7,3/17/2014
Office Supplies,6,3/17/2014
Office Supplies,10,3/17/2014
Office Supplies,6,3/17/2014
Furniture,3,10-03-2014
Office Supplies,2,3/28/2016
Technology,5,05-04-2017
Office Supplies,3,05-04-2017
Furniture,1,05-04-2017
Office Supplies,3,07-05-2014
Office Supplies,11,07-05-2014
Office Supplies,3,05-05-2016
Furniture,1,4/26/2017
Furniture,2,9/26/2014
Office Supplies,7,10/19/2017
Office Supplies,4,10/19/2017
Technology,4,10/19/2017
Office Supplies,14,11-10-2017
Technology,2,11-10-2017
Technology,6,11-10-2017
Technology,2,11-10-2017
Furniture,4,11-10-2017
Furniture,5,07-08-2017
Furniture,7,12/24/2015
Office Supplies,3,12/24/2015
Technology,3,03-07-2017
Office Supplies,2,04-01-2014
Office Supplies,4,04-01-2014
Furniture,5,9/14/2015
Office Supplies,3,08-04-2014
Office Supplies,8,08-04-2014
Office Supplies,5,08-04-2014
Technology,5,08-04-2014
Office Supplies,5,08-04-2014
Office Supplies,1,08-04-2014
Furniture,3,09-03-2016
Office Supplies,1,02-05-2016
Office Supplies,9,02-05-2016
Office Supplies,5,02-05-2016
Furniture,3,02-05-2016
Furniture,2,02-05-2016
Office Supplies,2,02-05-2016
Technology,3,02-05-2016
Technology,3,02-05-2016
Office Supplies,3,02-05-2016
Office Supplies,3,02-05-2016
Office Supplies,7,02-05-2016
Office Supplies,3,07-03-2017
Furniture,5,10-09-2017
Furniture,3,10-09-2017
Office Supplies,4,11/24/2016
Office Supplies,2,11/24/2016
Technology,4,11/24/2016
Office Supplies,1,11/24/2016
Technology,2,11-01-2016
Office Supplies,3,11-01-2016
Furniture,2,4/19/2016
Office Supplies,5,4/19/2016
Office Supplies,1,04-06-2014
Furniture,3,04-06-2014
Technology,2,04-06-2014
Office Supplies,2,09-02-2016
Furniture,2,09-02-2016
Furniture,3,9/25/2016
Office Supplies,2,11-04-2017
Furniture,2,07-09-2016
Furniture,4,07-09-2016
Office Supplies,7,6/30/2014
Technology,3,1/28/2017
Furniture,3,1/28/2017
Technology,7,9/21/2015
Technology,3,9/21/2015
Furniture,4,9/21/2015
Office Supplies,4,9/26/2015
Office Supplies,2,9/26/2015
Office Supplies,2,9/26/2015
Office Supplies,9,9/26/2015
Office Supplies,6,9/26/2015
Technology,5,9/26/2015
Office Supplies,4,9/26/2015
Office Supplies,2,10/31/2015
Office Supplies,5,10/31/2015
Office Supplies,5,10/31/2015
Office Supplies,14,10/31/2015
Technology,8,11/26/2017
Office Supplies,6,12/19/2014
Office Supplies,1,12/19/2014
Furniture,14,12/19/2014
Office Supplies,5,12/26/2016
Office Supplies,6,6/20/2017
Office Supplies,2,6/20/2017
Technology,3,10/15/2015
Furniture,5,10/15/2015
Office Supplies,5,04-12-2017
Office Supplies,4,04-12-2017
Office Supplies,2,12/19/2017
Office Supplies,2,08-05-2017
Office Supplies,4,10-01-2015
Technology,9,5/23/2016
Office Supplies,4,6/13/2017
Furniture,7,6/13/2017
Technology,2,6/13/2017
Office Supplies,3,4/23/2014
Technology,3,05-01-2015
Office Supplies,1,7/19/2015
Office Supplies,7,11/26/2016
Office Supplies,3,11/26/2016
Office Supplies,5,11/26/2016
Technology,8,11/26/2016
Office Supplies,3,06-12-2017
Furniture,3,06-12-2017
Office Supplies,9,8/17/2015
Office Supplies,4,9/25/2016
Furniture,2,05-04-2014
Office Supplies,2,12-01-2015
Furniture,2,03-11-2016
Technology,2,8/26/2016
Furniture,6,8/26/2016
Office Supplies,2,12/16/2016
Furniture,4,08-08-2014
Technology,3,08-08-2014
Technology,4,5/16/2015
Furniture,3,12-09-2017
Office Supplies,2,12-09-2017
Office Supplies,2,12-09-2017
Office Supplies,2,9/24/2015
Office Supplies,3,07-11-2017
Furniture,4,12-01-2015
Office Supplies,6,11/19/2016
Office Supplies,3,11/19/2016
Office Supplies,7,3/19/2017
Office Supplies,7,11/13/2016
Technology,4,11/19/2017
Office Supplies,4,12-02-2016
Office Supplies,7,12-02-2016
Office Supplies,3,12-02-2016
Office Supplies,2,8/25/2017
Office Supplies,1,8/25/2017
Technology,3,10/14/2016
Office Supplies,2,11/27/2014
Technology,7,11-03-2015
Technology,3,11-03-2015
Furniture,3,11-03-2015
Office Supplies,2,11/29/2014
Office Supplies,4,4/30/2017
Office Supplies,1,11/24/2017
Furniture,6,11/24/2017
Furniture,2,10/30/2017
Office Supplies,3,12/17/2014
Office Supplies,7,09-04-2017
Office Supplies,1,09-04-2017
Office Supplies,5,09-04-2017
Office Supplies,5,10/17/2016
Office Supplies,3,11-12-2017
Office Supplies,9,11-12-2017
Office Supplies,3,11-12-2017
Technology,2,11/24/2016
Furniture,2,11/24/2016
Office Supplies,4,08-01-2015
Furniture,6,08-01-2015
Office Supplies,3,12/24/2017
Technology,4,9/17/2016
Office Supplies,3,12-10-2017
Furniture,2,09-12-2017
Office Supplies,8,6/24/2017
Office Supplies,9,6/24/2017
Office Supplies,3,8/18/2017
Office Supplies,5,8/18/2017
Office Supplies,4,8/18/2017
Furniture,1,12-11-2017
Furniture,4,12-10-2017
Office Supplies,2,02-03-2014
Office Supplies,3,02-03-2014
Office Supplies,7,02-11-2017
Office Supplies,5,4/16/2017
Furniture,6,12-06-2015
Office Supplies,5,12-06-2015
Office Supplies,8,12-06-2015
Office Supplies,6,12-06-2015
Office Supplies,6,12-06-2015
Office Supplies,2,7/22/2016
Furniture,2,7/22/2016
Office Supplies,7,11-07-2015
Office Supplies,2,11-07-2015
Office Supplies,3,3/26/2015
Office Supplies,1,8/31/2017
Office Supplies,3,8/31/2017
Office Supplies,6,12-04-2016
Furniture,2,02-10-2017
Office Supplies,3,10/29/2016
Office Supplies,3,10/29/2016
Technology,1,9/15/2017
Office Supplies,2,9/15/2017
Furniture,3,9/15/2017
Office Supplies,7,9/15/2017
Furniture,5,03-11-2014
Office Supplies,6,03-11-2014
Office Supplies,3,02-04-2014
Office Supplies,4,02-04-2014
Furniture,7,12/31/2014
Office Supplies,4,11/23/2015
Office Supplies,2,11/23/2015
Office Supplies,2,11/23/2015
Technology,1,07-06-2014
Office Supplies,6,11/13/2017
Office Supplies,2,6/17/2016
Office Supplies,7,05-03-2014
Office Supplies,5,10/16/2017
Office Supplies,3,02-06-2015
Technology,4,09-04-2017
Office Supplies,1,05-09-2016
Office Supplies,5,05-09-2016
Furniture,2,3/16/2015
Office Supplies,9,04-09-2016
Office Supplies,6,04-04-2014
Office Supplies,1,09-05-2017
Furniture,5,6/30/2017
Office Supplies,3,11-09-2015
Office Supplies,5,03-04-2014
Technology,3,3/19/2015
Technology,3,11/29/2015
Office Supplies,4,11/29/2015
Office Supplies,3,06-11-2017
Office Supplies,3,11/26/2017
Furniture,5,11/23/2014
Office Supplies,3,11/23/2014
Technology,1,11/23/2014
Furniture,2,11/23/2014
Technology,3,12/15/2014
Furniture,5,12/15/2014
Office Supplies,2,4/22/2016
Office Supplies,1,5/23/2016
Office Supplies,3,2/27/2016
Technology,2,08-09-2015
Furniture,9,08-09-2015
Office Supplies,2,08-09-2015
Office Supplies,2,08-09-2015
Furniture,3,08-09-2015
Furniture,2,08-09-2015
Technology,5,08-09-2015
Office Supplies,3,08-09-2015
Office Supplies,3,08-09-2015
Technology,4,08-09-2015
Office Supplies,4,05-12-2016
Office Supplies,7,4/15/2016
Office Supplies,5,4/15/2016
Technology,4,6/23/2015
Office Supplies,3,10/19/2014
Furniture,3,3/24/2015
Furniture,2,05-08-2017
Furniture,13,10/16/2017
Office Supplies,4,11/19/2017
Office Supplies,1,11/19/2017
Office Supplies,4,11/19/2017
Furniture,2,11/19/2017
Furniture,2,05-08-2016
Office Supplies,3,12-11-2016
Office Supplies,6,11/30/2017
Technology,5,4/19/2016
Office Supplies,3,4/19/2016
Office Supplies,5,4/19/2016
Office Supplies,1,4/19/2016
Office Supplies,4,4/19/2016
Office Supplies,3,4/19/2016
Furniture,2,5/26/2014
Technology,2,5/26/2014
Technology,2,5/26/2014
Office Supplies,7,12/21/2017
Technology,3,3/15/2016
Office Supplies,1,08-10-2015
Office Supplies,4,08-10-2015
Office Supplies,3,08-10-2015
Office Supplies,2,09-10-2016
Office Supplies,1,09-10-2016
Furniture,2,07-08-2017
Office Supplies,8,07-08-2017
Office Supplies,2,07-08-2017
Technology,2,07-08-2017
Technology,5,12/19/2015
Technology,3,12/19/2015
Office Supplies,5,11/16/2015
Furniture,6,9/24/2015
Furniture,5,6/21/2017
Office Supplies,6,6/21/2017
Office Supplies,3,05-08-2016
Office Supplies,2,05-08-2016
Office Supplies,2,05-08-2016
Office Supplies,2,05-08-2016
Technology,2,05-08-2016
Office Supplies,3,11/26/2014
Office Supplies,5,11/26/2014
Technology,4,11/26/2014
Office Supplies,3,5/26/2016
Office Supplies,2,5/26/2016
Office Supplies,2,5/26/2016
Furniture,3,5/26/2016
Office Supplies,2,11/29/2014
Office Supplies,3,3/19/2015
Technology,7,3/19/2015
Office Supplies,2,3/19/2015
Technology,2,11-01-2015
Office Supplies,2,11-01-2015
Office Supplies,6,9/26/2015
Technology,1,9/26/2015
Office Supplies,2,8/29/2014
Office Supplies,2,8/29/2014
Office Supplies,6,11/18/2017
Technology,4,11/18/2017
Office Supplies,2,11/18/2017
Office Supplies,2,11/18/2017
Office Supplies,3,11/18/2017
Furniture,7,05-12-2014
Technology,3,1/20/2017
Office Supplies,3,10/30/2017
Office Supplies,2,10/30/2017
Technology,5,4/30/2017
Office Supplies,3,4/30/2017
Office Supplies,5,11/24/2016
Technology,3,11/24/2016
Office Supplies,3,11/24/2016
Technology,2,11/24/2016
Office Supplies,3,11/24/2016
Office Supplies,3,11/24/2016
Furniture,4,01-10-2015
Technology,3,10/19/2017
Technology,2,3/22/2016
Technology,4,07-03-2017
Office Supplies,2,12-11-2015
Furniture,2,9/17/2015
Office Supplies,3,9/17/2015
Office Supplies,3,5/18/2016
Office Supplies,3,5/18/2016
Office Supplies,1,09-07-2014
Technology,3,09-07-2014
Furniture,2,09-07-2014
Technology,4,09-07-2014
Office Supplies,1,9/29/2016
Furniture,3,11-07-2016
Office Supplies,2,4/24/2017
Office Supplies,2,4/24/2017
Office Supplies,2,4/24/2017
Office Supplies,2,12-10-2017
Furniture,2,12-10-2017
Furniture,6,8/16/2014
Office Supplies,5,12-09-2017
Office Supplies,5,12-09-2017
Furniture,5,3/14/2016
Technology,2,6/26/2016
Technology,4,9/25/2015
Office Supplies,3,9/25/2015
Technology,2,9/25/2015
Office Supplies,2,12/27/2015
Office Supplies,7,12/27/2015
