Sub-Category,Profit,Order_Date
Furnishings,14.6718,2/19/2016
Storage,9.7176,2/19/2016
Paper,18.7812,08-03-2014
Supplies,26.598,08-03-2014
Storage,5.7672,08-03-2014
Paper,3.5767,04-10-2017
Fasteners,3.58,04-10-2017
Supplies,0.1472,06-09-2014
Art,10.626,06-09-2014
Accessories,40.6878,01-05-2016
Art,0.5904,01-05-2016
Phones,5.1786,01-05-2016
Labels,1.3583,01-10-2014
Furnishings,21.2954,01-10-2014
Labels,5.1792,9/29/2016
Binders,-35.928,04-06-2014
Binders,-760.98,09-03-2016
Phones,-46.797,09-03-2016
Paper,17.22,10/19/2015
Paper,5.2256,12-10-2014
Binders,37.2204,12-10-2014
Paper,67.256,8/25/2017
Furnishings,64.518,1/17/2016
Accessories,13.1956,1/17/2016
Accessories,66.9546,1/17/2016
Binders,-4.1244,9/17/2014
Binders,23.1093,11/30/2017
Chairs,262.39,11/30/2017
Storage,8.3268,10-09-2015
Art,5.9312,12/23/2017
Furnishings,10.048,10/22/2016
Furnishings,5.9364,4/29/2014
Binders,4.5318,4/25/2015
Storage,1.6752,6/26/2017
Binders,18.4534,10/14/2017
Paper,16.9932,12-09-2014
Accessories,14.995,6/20/2017
Binders,18.6006,6/20/2017
Paper,2.043,6/26/2017
Art,5.4128,6/26/2017
Phones,135.98,6/26/2017
Storage,42.0714,11-10-2016
Binders,24.5028,11-10-2016
Envelopes,5.0856,10-03-2016
Labels,51.8,09-09-2014
Paper,22.5408,10/29/2017
Binders,-6.5296,04-10-2016
Labels,3.393,11-11-2017
Binders,-32.088,11-11-2017
Phones,20.2485,9/15/2017
Paper,9.6192,04-08-2016
Storage,2.5984,04-08-2016
Paper,6.2208,04-08-2016
Bookcases,12.1176,12/30/2017
Phones,2.7279,12/30/2017
Binders,19.791,12/30/2017
Phones,323.946,09-02-2017
Accessories,829.3754,09-02-2017
Storage,81.0474,09-02-2017
Furnishings,9.102,5/31/2015
Furnishings,19.2454,11/27/2017
Accessories,56.0547,11/27/2017
Tables,-18.5562,6/15/2014
Chairs,-56.996,6/15/2014
Binders,-14.5656,6/15/2014
Envelopes,50.4063,03-05-2016
Storage,-0.812,03-05-2016
Storage,6.8768,12-05-2014
Accessories,34.9074,04-11-2015
Phones,10.5552,04-11-2015
Appliances,113.848,04-11-2015
Binders,294.5488,9/15/2016
Paper,5.4432,9/13/2014
Accessories,53.55,9/13/2014
Art,12.936,10-05-2015
Appliances,9.5172,10-05-2015
Art,2.5536,4/14/2017
Art,21.3408,4/14/2017
Paper,5.0286,4/14/2017
Paper,4.1148,09-02-2017
Paper,15.2064,6/20/2016
Binders,-21.7932,6/20/2016
Paper,5.4432,6/20/2016
Appliances,33.5772,6/20/2016
Accessories,54.3966,11-05-2017
Paper,6.2208,12/13/2015
Appliances,34.9648,12/13/2015
Paper,8.0464,6/19/2016
Binders,2.2098,12/13/2016
Tables,41.7852,12/13/2016
Paper,15.552,5/29/2015
Storage,140.5482,5/29/2015
Binders,62.91,5/29/2015
Tables,-204.4458,7/26/2015
Furnishings,-12.9122,11/28/2017
Furnishings,75.5424,11/28/2017
Tables,-619.596,11/28/2017
Paper,5.4432,11/28/2017
Paper,7.92,11/28/2017
Furnishings,7.6416,04-03-2017
Art,2.7168,12/28/2017
Bookcases,-11.596,12/28/2017
Storage,43.45,11/30/2017
Phones,2.5893,5/15/2017
Binders,-3.168,5/15/2017
Paper,5.6376,5/15/2017
Furnishings,53.196,9/22/2015
Chairs,28.1372,11/14/2017
Binders,3.0576,11/27/2015
Envelopes,10.94,09-01-2016
Labels,1.6704,9/22/2014
Labels,4.8118,04-09-2017
Art,9.7119,04-09-2017
Paper,6.2208,04-09-2017
Paper,91.968,04-09-2017
Labels,4.2336,04-09-2017
Storage,0.0,04-09-2017
Furnishings,28.5984,1/16/2014
Phones,-31.05,1/16/2014
Binders,-13.6312,1/16/2014
Labels,10.1493,1/16/2014
Phones,3.2186,10-05-2017
Binders,25.5798,10-05-2017
Binders,-0.792,07-09-2017
Machines,679.996,01-07-2017
Binders,-2.6256,5/30/2016
Paper,16.6698,12-09-2015
Chairs,93.2232,10-03-2016
Art,0.8056,11-11-2014
Phones,55.9984,11-11-2014
Chairs,75.49,11-11-2014
Labels,2.5896,9/29/2017
Envelopes,9.4392,9/29/2017
Machines,44.868,9/29/2017
Binders,-1.8904,03-10-2015
Furnishings,72.807,5/21/2017
Art,5.2113,5/21/2017
Chairs,131.2785,3/29/2015
Binders,5.484,09-09-2016
Fasteners,4.9104,8/26/2016
Paper,69.705,8/26/2016
Binders,1276.4871,5/21/2014
Phones,173.0316,5/21/2014
Envelopes,4.9082,10/28/2015
Storage,9.8901,10/28/2015
Furnishings,9.158,10/28/2015
Furnishings,12.9129,10/28/2015
Art,11.4452,11/13/2016
Accessories,762.1845,7/31/2015
Tables,-290.8752,7/31/2015
Paper,9.3312,7/31/2015
Storage,92.0835,8/27/2015
Paper,40.3536,11/13/2015
Envelopes,2.478,11-06-2015
Binders,-3.5208,11-06-2015
Paper,20.585,12/26/2017
Phones,5.999,08-01-2017
Furnishings,27.3096,11/24/2014
Furnishings,46.575,6/17/2017
Storage,4.0687,6/17/2017
Tables,356.0414,12/21/2015
Accessories,36.852,12/21/2015
Paper,15.552,9/17/2015
Furnishings,6.7008,07-06-2015
Furnishings,63.8862,07-06-2015
Phones,2.499,07-06-2015
Storage,156.429,07-06-2015
Art,8.8686,4/27/2015
Chairs,316.8825,4/27/2015
Machines,648.5624,4/27/2015
Envelopes,2.1728,6/16/2015
Binders,4.2804,12/17/2017
Paper,5.4432,01-11-2016
Paper,20.5764,01-11-2016
Phones,-9.8724,01-11-2016
Paper,83.284,07-11-2014
Phones,57.4113,07-11-2014
Chairs,213.735,07-11-2014
Furnishings,52.1262,07-11-2014
Labels,7.056,07-11-2014
Paper,5.1012,11/20/2016
Binders,-1.9272,11/20/2016
Binders,-10.5798,11/20/2016
Furnishings,8.662,4/22/2016
Binders,13.734,6/13/2015
Art,2.6964,11/20/2017
Art,1.7955,11/20/2017
Tables,146.4036,3/20/2016
Accessories,11.151,09-06-2016
Bookcases,90.294,09-06-2016
Art,2.9835,07-09-2017
Appliances,-146.16,07-09-2017
Chairs,-18.186,10-12-2017
Phones,85.2475,03-08-2016
Furnishings,-3.8385,03-08-2016
Phones,125.2692,5/27/2014
Accessories,37.9962,5/27/2014
Furnishings,-29.4812,07-03-2015
Paper,2.436,07-03-2015
Furnishings,56.5776,07-03-2015
Art,4.3524,04-04-2015
Furnishings,22.764,04-04-2015
Binders,27.7911,04-04-2015
Binders,3.2944,04-04-2015
Binders,7.2268,12-10-2017
Binders,22.9488,12-10-2017
Fasteners,1.6008,11/24/2016
Chairs,-29.2524,3/23/2015
Appliances,4.5216,4/16/2015
Fasteners,-2.2134,4/16/2015
Art,1.2792,4/16/2015
Phones,-27.7158,4/16/2015
Fasteners,0.2353,4/16/2015
Binders,-46.225,4/16/2015
Chairs,12.178,10-01-2016
Supplies,-0.3488,9/28/2017
Binders,-18.4624,7/25/2015
Art,5.0596,11/20/2015
Paper,9.9468,4/28/2016
Binders,3.024,11/14/2017
Binders,-4.598,11-12-2016
Binders,-3.3488,11-12-2016
Accessories,1.999,11-12-2016
Art,10.6288,9/29/2016
Appliances,33.5888,9/23/2017
Storage,8.4888,9/23/2017
Binders,2.322,9/23/2017
Paper,9.3624,11/29/2015
Chairs,121.7601,11/29/2015
Tables,-264.9208,03-01-2016
Paper,12.1348,03-01-2016
Storage,105.2468,03-01-2016
Machines,2400.9657,03-01-2016
Paper,3.1104,08-12-2016
Phones,7.1976,8/15/2016
Labels,1.512,8/15/2016
Furnishings,1.999,06-04-2017
Phones,25.1944,06-04-2017
Art,33.642,12-06-2015
Phones,19.1786,12-06-2015
Paper,14.161,12/27/2015
Appliances,103.2284,12/27/2015
Storage,30.4682,1/21/2017
Binders,-28.6272,1/21/2017
Tables,11.196,6/25/2014
Art,2.0416,6/14/2016
Furnishings,4.1031,6/14/2016
Accessories,9.6657,6/14/2016
Art,2.5056,6/14/2016
Binders,-4.7145,4/21/2017
Binders,-4.9878,4/21/2017
Paper,11.2308,10/21/2016
Storage,-16.3644,11/19/2016
Furnishings,-0.7566,11/19/2016
Binders,-17.248,11/19/2016
Fasteners,21.888,11/19/2016
Envelopes,13.8267,11/19/2016
Phones,25.186,11/19/2016
Paper,3.6288,11/19/2016
Binders,-2.0264,11/19/2016
Binders,16.3352,12/18/2017
Bookcases,-12.6882,12/18/2017
Accessories,57.5904,12/18/2017
Labels,3.024,7/22/2016
Paper,137.151,09-04-2015
Accessories,111.591,09-04-2015
Paper,2.0492,09-04-2015
Envelopes,7.4872,09-04-2015
Phones,181.9818,1/20/2014
Art,6.6584,1/20/2014
Furnishings,11.58,1/20/2014
Art,1.7901,1/20/2014
Envelopes,10.9698,1/20/2014
Chairs,224.2674,1/20/2014
Art,2.6416,03-02-2015
Envelopes,50.94,03-02-2015
Tables,75.6624,04-12-2016
Paper,20.0851,04-12-2016
Envelopes,28.755,04-12-2016
Paper,9.3312,12-06-2016
Storage,-23.364,06-05-2016
Labels,2.646,06-05-2016
Storage,7.4571,12-11-2016
Envelopes,129.384,11-12-2016
Appliances,10.5504,11-12-2016
Paper,8.991,11-12-2016
Art,5.5566,11-12-2016
Binders,8.69,11-12-2016
Furnishings,53.196,9/29/2014
Fasteners,2.8776,9/29/2014
Paper,3.1104,9/29/2014
Machines,223.054,9/29/2014
Storage,16.7886,9/29/2014
Appliances,107.346,04-04-2015
Fasteners,2.628,04-04-2015
Binders,5.8696,04-04-2015
Phones,0.438,04-04-2015
Copiers,209.993,04-04-2015
Furnishings,1.2528,05-08-2015
Art,1.638,12/31/2016
Binders,53.9217,12/31/2016
Storage,0.0,12/20/2014
Tables,493.7856,12/20/2014
Binders,29.2857,12/20/2014
Tables,100.122,12/20/2014
Chairs,19.5184,07-02-2016
Appliances,90.735,6/29/2017
Binders,5.77,6/29/2017
Art,15.6426,09-01-2014
Phones,4.5954,03-03-2014
Binders,40.872,03-03-2014
Binders,9.1785,03-03-2014
Binders,21.06,05-04-2014
Accessories,49.2723,11-02-2015
Furnishings,33.9388,12-08-2017
Storage,0.0,12-08-2017
Paper,9.3312,12-08-2017
Storage,8.2992,12-08-2017
Paper,10.7424,03-10-2014
Binders,5.5755,4/21/2014
Binders,-7.764,10/22/2015
Binders,16.2864,8/22/2015
Supplies,8.0997,8/29/2016
Labels,5.4332,12/27/2014
Chairs,51.75,12-01-2016
Phones,44.9925,12-01-2016
Accessories,64.674,4/24/2016
Phones,357.1911,6/21/2014
Art,1.0904,6/21/2014
Envelopes,7.3386,1/14/2017
Phones,0.693,1/14/2017
Binders,4.2336,11/24/2014
Storage,9.7176,11/24/2014
Paper,12.4416,11/24/2014
Storage,53.3466,11/24/2014
Appliances,22.1184,2/26/2017
Phones,66.7152,2/26/2017
Chairs,89.2224,2/26/2017
Paper,109.7208,2/26/2017
Paper,11.3288,2/26/2017
Paper,5.4432,9/15/2015
Furnishings,2.5532,9/15/2015
Storage,2.1588,9/15/2015
Furnishings,-2.0988,9/15/2015
Accessories,64.7892,04-08-2016
Chairs,-4.1136,04-08-2016
Binders,-1850.9464,04-08-2016
Chairs,40.8006,7/18/2016
Binders,-1.4352,7/18/2016
Chairs,10.6794,7/18/2016
Storage,0.0,7/18/2016
Storage,-33.804,7/18/2016
Phones,16.9975,08-01-2017
Storage,3.363,7/14/2016
Binders,3.2004,7/14/2016
Fasteners,6.8943,7/14/2016
Art,10.465,7/14/2016
Binders,2.8836,7/14/2016
Bookcases,21.7176,7/14/2016
Chairs,-48.4704,09-09-2017
Binders,-2.3276,09-09-2017
Binders,-3.6024,09-09-2017
Art,1.5768,09-09-2017
Accessories,28.764,09-09-2017
Furnishings,1.7024,09-09-2017
Accessories,64.674,09-09-2017
Phones,-386.3916,09-09-2017
Storage,44.955,07-12-2014
Phones,28.7928,07-12-2014
Furnishings,20.4822,12-04-2016
Accessories,34.386,12-04-2016
Binders,0.6048,12-04-2016
Paper,19.8744,12-04-2016
Storage,3.6588,12-04-2016
Storage,11.6316,12-04-2016
Envelopes,7.4872,11-06-2017
Furnishings,2.9682,11-06-2017
Art,1.7608,11-06-2017
Art,0.7228,10/31/2015
Envelopes,35.982,10/31/2015
Copiers,69.999,5/30/2016
Furnishings,13.7862,10/28/2016
Binders,-29.94,10/28/2016
Furnishings,0.0,10/28/2016
Furnishings,41.262,10/28/2016
Furnishings,5.434,08-11-2014
Art,10.6522,08-11-2014
Fasteners,10.7912,08-11-2014
Phones,5.5,8/29/2016
Binders,124.485,2/15/2016
Fasteners,3.5752,2/15/2016
Envelopes,23.8581,5/14/2017
Tables,95.586,12-12-2014
Tables,135.4068,12-12-2014
Bookcases,11.9988,12-12-2014
Art,17.469,12/18/2017
Chairs,139.5702,12/18/2017
Appliances,511.368,12/18/2017
Art,1.376,12/18/2017
Phones,285.9896,07-04-2015
Art,0.5904,03-10-2017
Phones,-8.379,03-10-2017
Furnishings,0.5022,03-10-2017
Furnishings,11.5164,03-10-2017
Binders,-20.4468,12/24/2016
Storage,-47.2542,12/24/2016
Accessories,76.704,12/24/2016
Phones,107.985,10/23/2017
Binders,-14.0928,10/28/2016
Binders,6.3336,07-07-2017
Phones,18.873,10-01-2016
Furnishings,10.881,10-01-2016
Art,1.7739,09-02-2017
Storage,41.4294,12/24/2014
Chairs,18.267,12/24/2014
Furnishings,3.666,9/23/2017
Paper,5.616,06-04-2017
Storage,-12.792,4/21/2016
Appliances,-126.8592,4/21/2016
Binders,-67.272,4/21/2016
Paper,3.6288,5/26/2016
Chairs,-88.784,5/26/2016
Paper,5.2026,5/26/2016
Accessories,-7.1991,5/26/2016
Art,5.397,05-02-2016
Accessories,12.8583,09-08-2014
Accessories,30.1968,09-08-2014
Phones,80.736,09-05-2016
Labels,4.914,04-09-2017
Binders,-13.363,04-09-2017
Paper,88.074,04-09-2017
Binders,-4.851,12-06-2015
Storage,1.043,6/26/2016
Art,4.4892,07-04-2015
Furnishings,11.1664,11/22/2016
Binders,4.1148,11/22/2016
Art,7.4952,11/22/2016
Binders,4.4604,11-10-2016
Paper,15.552,11-10-2016
Supplies,9.2232,8/27/2015
Paper,52.532,8/27/2015
Labels,1.4784,8/27/2015
Appliances,84.5728,5/25/2015
Binders,4.5188,12/30/2017
Binders,6.475,12/30/2017
Phones,2.299,12-08-2016
Storage,7.0096,10-04-2015
Furnishings,166.1004,12/23/2016
Furnishings,83.0502,12/23/2016
Bookcases,4.3372,9/19/2015
Furnishings,5.5177,07-03-2017
Phones,77.7519,07-03-2017
Phones,52.493,7/14/2016
Paper,22.4448,6/20/2016
Binders,6.4206,6/20/2016
Appliances,5.6628,6/20/2016
Storage,9.7164,6/20/2016
Chairs,-8.0784,6/20/2016
Labels,1.7343,12-09-2016
Labels,56.1752,12-09-2016
Chairs,-13.3176,9/24/2016
Paper,18.6624,12/18/2016
Furnishings,62.5056,12/18/2016
Supplies,28.965,12/18/2016
Accessories,3.3725,12-10-2017
Phones,71.99,07-01-2014
Binders,-3.6288,07-01-2014
Binders,-4.1832,02-03-2017
Storage,35.694,02-03-2017
Appliances,19.656,03-03-2017
Paper,3.5152,10-09-2017
Storage,12.4902,9/28/2014
Binders,-30.555,5/27/2014
Furnishings,5.1072,6/14/2015
Paper,5.5566,3/30/2016
Art,26.376,10/15/2017
Furnishings,16.302,5/23/2016
Phones,-0.6435,06-02-2017
Storage,2.401,06-02-2017
Binders,-1.728,2/16/2014
Appliances,-13.93,2/16/2014
Binders,52.776,05-06-2014
Storage,0.0,5/16/2016
Furnishings,6.5286,04-02-2017
Furnishings,8.0406,3/31/2017
Phones,176.1708,3/31/2017
Paper,36.0192,3/31/2017
Machines,-27.828,01-02-2017
Binders,-12.528,01-02-2017
Binders,-21.1596,01-02-2017
Art,14.346,5/28/2015
Labels,6.003,5/28/2015
Appliances,36.5742,3/17/2014
Paper,23.59,3/17/2014
Art,5.7072,3/17/2014
Binders,25.098,3/17/2014
Binders,17.2224,3/17/2014
Chairs,-70.1043,10-03-2014
Storage,7.85,3/28/2016
Phones,20.6955,05-04-2017
Paper,8.4528,05-04-2017
Tables,11.2839,05-04-2017
Storage,-44.1552,07-05-2014
Storage,-35.178,07-05-2014
Paper,36.4044,05-05-2016
Furnishings,-1.4413,4/26/2017
Chairs,0.0,9/26/2014
Art,9.2442,10/19/2017
Paper,7.4,10/19/2017
Phones,-56.7556,10/19/2017
Binders,-25.592,11-10-2017
Machines,-63.996,11-10-2017
Accessories,-35.9928,11-10-2017
Phones,15.1188,11-10-2017
Chairs,-146.1096,11-10-2017
Furnishings,62.737,07-08-2017
Bookcases,-786.744,12/24/2015
Art,1.5795,12/24/2015
Accessories,4.908,03-07-2017
Labels,14.8,04-01-2014
Binders,5.5536,04-01-2014
Tables,118.6575,9/14/2015
Appliances,305.13,08-04-2014
Paper,219.4416,08-04-2014
Art,4.264,08-04-2014
Phones,34.9965,08-04-2014
Storage,7.945,08-04-2014
Binders,4.7792,08-04-2014
Furnishings,-90.2484,09-03-2016
Storage,1.6196,02-05-2016
Paper,170.9316,02-05-2016
Fasteners,0.189,02-05-2016
Furnishings,7.1592,02-05-2016
Bookcases,52.7956,02-05-2016
Envelopes,78.9412,02-05-2016
Phones,28.3095,02-05-2016
Phones,126.0558,02-05-2016
Paper,60.2553,02-05-2016
Storage,1.5444,02-05-2016
Paper,160.9139,02-05-2016
Art,1.5522,07-03-2017
Tables,-430.617,10-09-2017
Tables,-42.6528,10-09-2017
Binders,6.0256,11/24/2016
Paper,5.6644,11/24/2016
Accessories,11.492,11/24/2016
Paper,3.1104,11/24/2016
Phones,6.104,11-01-2016
Envelopes,118.3413,11-01-2016
Tables,-58.1332,4/19/2016
Paper,146.79,4/19/2016
Supplies,-2.1896,04-06-2014
Tables,-36.1116,04-06-2014
Accessories,21.897,04-06-2014
Art,19.6248,09-02-2016
Furnishings,9.995,09-02-2016
Tables,-204.4458,9/25/2016
Labels,8.88,11-04-2017
Chairs,72.5344,07-09-2016
Furnishings,14.8752,07-09-2016
Binders,108.7996,6/30/2014
Accessories,26.3967,1/28/2017
Furnishings,12.8316,1/28/2017
Phones,118.293,9/21/2015
Accessories,32.13,9/21/2015
Furnishings,-1.4784,9/21/2015
Paper,31.2736,9/26/2015
Binders,-48.392,9/26/2015
Appliances,14.4096,9/26/2015
Binders,-59.0571,9/26/2015
Storage,-1.4988,9/26/2015
Phones,23.0965,9/26/2015
Storage,-86.3664,9/26/2015
Binders,3.2832,10/31/2015
Envelopes,7.08,10/31/2015
Binders,9.3125,10/31/2015
Labels,196.6132,10/31/2015
Phones,-40.4712,11/26/2017
Binders,74.8524,12/19/2014
Supplies,1.9629,12/19/2014
Chairs,163.7874,12/19/2014
Paper,15.594,12/26/2016
Paper,10.8864,6/20/2017
Art,0.5904,6/20/2017
Accessories,42.8805,10/15/2015
Chairs,-350.49,10/15/2015
Binders,13.365,04-12-2017
Paper,17.982,04-12-2017
Binders,11.46,12/19/2017
Paper,6.3296,08-05-2017
Storage,17.428,10-01-2015
Phones,148.4946,5/23/2016
Storage,-39.1248,6/13/2017
Chairs,-87.3418,6/13/2017
Phones,5.998,6/13/2017
Binders,-1.7514,4/23/2014
Phones,11.094,05-01-2015
Binders,-1.35,7/19/2015
Paper,34.7802,11/26/2016
Binders,45.84,11/26/2016
Binders,16.875,11/26/2016
Machines,1459.2,11/26/2016
Binders,41.952,06-12-2017
Tables,67.941,06-12-2017
Binders,23.49,8/17/2015
Labels,5.1792,9/25/2016
Furnishings,9.8856,05-04-2014
Binders,19.3984,12-01-2015
Tables,-31.3722,03-11-2016
Accessories,43.9956,8/26/2016
Chairs,-29.2776,8/26/2016
Fasteners,1.8032,12/16/2016
Furnishings,-3.0344,08-08-2014
Accessories,-10.7973,08-08-2014
Accessories,31.996,5/16/2015
Chairs,226.9644,12-09-2017
Binders,19.5238,12-09-2017
Paper,6.2208,12-09-2017
Art,0.5992,9/24/2015
Labels,4.0749,07-11-2017
Furnishings,-4.0128,12-01-2015
Art,5.0112,11/19/2016
Binders,6.4206,11/19/2016
Labels,13.2986,3/19/2017
Supplies,5.8653,11/13/2016
Phones,2.3976,11/19/2017
Paper,12.4416,12-02-2016
Paper,19.8254,12-02-2016
Storage,8.8062,12-02-2016
Art,1.7024,8/25/2017
Paper,1.07,8/25/2017
Accessories,30.09,10/14/2016
Fasteners,1.316,11/27/2014
Phones,106.1242,11-03-2015
Accessories,37.7874,11-03-2015
Furnishings,16.614,11-03-2015
Labels,1.764,11/29/2014
Envelopes,28.332,4/30/2017
Paper,2.8812,11/24/2017
Chairs,173.7408,11/24/2017
Furnishings,3.6632,10/30/2017
Art,11.214,12/17/2014
Art,3.185,09-04-2017
Storage,-0.2098,09-04-2017
Art,3.772,09-04-2017
Binders,6.583,10/17/2016
Paper,5.8203,11-12-2017
Paper,69.705,11-12-2017
Storage,-47.2542,11-12-2017
Phones,3.352,11/24/2016
Furnishings,3.0814,11/24/2016
Art,3.36,08-01-2015
Tables,-175.8708,08-01-2015
Binders,5.5875,12/24/2017
Machines,190.08,9/17/2016
Binders,15.525,12-10-2017
Furnishings,3.0096,09-12-2017
Art,111.824,6/24/2017
Art,11.8206,6/24/2017
Storage,12.504,8/18/2017
Binders,-33.139,8/18/2017
Binders,-11.4648,8/18/2017
Chairs,-9.098,12-11-2017
Tables,116.872,12-10-2017
Binders,27.248,02-03-2014
Binders,4.3134,02-03-2014
Binders,7.7343,02-11-2017
Art,2.065,4/16/2017
Furnishings,48.9516,12-06-2015
Paper,6.723,12-06-2015
Paper,61.96,12-06-2015
Storage,-58.6872,12-06-2015
Art,9.7092,12-06-2015
Art,0.364,7/22/2016
Furnishings,3.3488,7/22/2016
Fasteners,0.5236,11-07-2015
Paper,3.431,11-07-2015
Paper,23.235,3/26/2015
Storage,0.8058,8/31/2017
Fasteners,2.7222,8/31/2017
Storage,0.0,12-04-2016
Bookcases,16.7986,02-10-2017
Storage,0.4074,10/29/2016
Appliances,3.0342,10/29/2016
Phones,11.5971,9/15/2017
Art,6.512,9/15/2017
Bookcases,203.5644,9/15/2017
Binders,116.3904,9/15/2017
Furnishings,2.288,03-11-2014
Fasteners,1.7004,03-11-2014
Binders,29.0136,02-04-2014
Paper,16.0928,02-04-2014
Bookcases,196.686,12/31/2014
Paper,117.432,11/23/2015
Binders,-40.6504,11/23/2015
Storage,2.3674,11/23/2015
Copiers,174.9975,07-06-2014
Appliances,-24.7086,11/13/2017
Paper,54.8604,6/17/2016
Labels,10.3488,05-03-2014
Binders,57.385,10/16/2017
Art,1.5312,02-06-2015
Accessories,39.5428,09-04-2017
Envelopes,3.504,05-09-2016
Art,9.92,05-09-2016
Tables,44.7096,3/16/2015
Binders,12.8151,04-09-2016
Labels,9.072,04-04-2014
Art,0.7228,09-05-2017
Tables,-295.9785,6/30/2017
Paper,4.1151,11-09-2015
Storage,17.745,03-04-2014
Phones,39.6879,3/19/2015
Accessories,-0.2685,11/29/2015
Binders,-13.6152,11/29/2015
Paper,60.2553,06-11-2017
Art,3.7236,11/26/2017
Chairs,-67.941,11/23/2014
Envelopes,10.4832,11/23/2014
Accessories,6.2979,11/23/2014
Chairs,23.84,11/23/2014
Phones,-9.153,12/15/2014
Chairs,-21.808,12/15/2014
Storage,2.3952,4/22/2016
Paper,2.4402,5/23/2016
Appliances,49.5552,2/27/2016
Phones,89.3142,08-09-2015
Tables,-153.1224,08-09-2015
Storage,2.9372,08-09-2015
Binders,456.588,08-09-2015
Furnishings,18.3456,08-09-2015
Furnishings,2.9568,08-09-2015
Phones,274.386,08-09-2015
Paper,68.976,08-09-2015
Fasteners,5.0055,08-09-2015
Accessories,34.692,08-09-2015
Art,2.9592,05-12-2016
Art,5.8604,4/15/2016
Fasteners,2.9145,4/15/2016
Phones,22.6764,6/23/2015
Paper,6.5856,10/19/2014
Bookcases,-35.9058,3/24/2015
Chairs,-2.0568,05-08-2017
Furnishings,175.136,10/16/2017
Paper,5.28,11/19/2017
Supplies,0.5004,11/19/2017
Art,8.6744,11/19/2017
Furnishings,-13.993,11/19/2017
Furnishings,42.392,05-08-2016
Art,1.668,12-11-2016
Art,45.2226,11/30/2017
Phones,12.987,4/19/2016
Art,1.5288,4/19/2016
Art,21.228,4/19/2016
Binders,1.971,4/19/2016
Paper,10.224,4/19/2016
Binders,3.2676,4/19/2016
Bookcases,27.3568,5/26/2014
Phones,20.1584,5/26/2014
Phones,31.494,5/26/2014
Storage,290.0058,12/21/2017
Accessories,-13.6461,3/15/2016
Labels,1.8,08-10-2015
Labels,19.872,08-10-2015
Art,12.5118,08-10-2015
Storage,8.922,09-10-2016
Paper,3.0774,09-10-2016
Furnishings,99.23,07-08-2017
Labels,385.3752,07-08-2017
Binders,7.8192,07-08-2017
Accessories,10.5,07-08-2017
Phones,84.495,12/19/2015
Accessories,556.974,12/19/2015
Appliances,141.2775,11/16/2015
Chairs,155.25,9/24/2015
Furnishings,2.464,6/21/2017
Binders,-34.38,6/21/2017
Storage,88.0299,05-08-2016
Paper,3.7408,05-08-2016
Paper,3.6288,05-08-2016
Storage,1.57,05-08-2016
Accessories,7.264,05-08-2016
Paper,5.4432,11/26/2014
Storage,-167.27,11/26/2014
Phones,-87.6672,11/26/2014
Paper,9.3312,5/26/2016
Binders,4.4344,5/26/2016
Paper,5.842,5/26/2016
Furnishings,17.3754,5/26/2016
Fasteners,3.945,11/29/2014
Storage,349.3392,3/19/2015
Copiers,1480.4671,3/19/2015
Paper,100.656,3/19/2015
Accessories,-3.094,11-01-2015
Fasteners,-0.7128,11-01-2015
Binders,-100.92,9/26/2015
Phones,-9.1788,9/26/2015
Paper,53.8608,8/29/2014
Paper,6.4128,8/29/2014
Storage,45.8136,11/18/2017
Accessories,54.3332,11/18/2017
Fasteners,1.4208,11/18/2017
Binders,2.9568,11/18/2017
Storage,9.594,11/18/2017
Furnishings,10.7849,05-12-2014
Phones,10.0485,1/20/2017
Binders,27.735,10/30/2017
Binders,5.214,10/30/2017
Phones,-158.102,4/30/2017
Binders,-9.264,4/30/2017
Storage,3.668,11/24/2016
Accessories,-7.4394,11/24/2016
Fasteners,0.8688,11/24/2016
Accessories,-2.3748,11/24/2016
Paper,23.235,11/24/2016
Art,1.5795,11/24/2016
Tables,-373.3048,01-10-2015
Phones,5.2125,10/19/2017
Accessories,19.3314,3/22/2016
Phones,62.988,07-03-2017
Labels,96.3438,12-11-2015
Furnishings,-10.4196,9/17/2015
Binders,-10.2114,9/17/2015
Storage,26.07,5/18/2016
Paper,8.7906,5/18/2016
Storage,-14.5764,09-07-2014
Phones,4.3176,09-07-2014
Furnishings,8.4736,09-07-2014
Machines,-559.356,09-07-2014
Paper,9.1056,9/29/2016
Furnishings,6.2244,11-07-2016
Appliances,12.41,4/24/2017
Binders,-0.99,4/24/2017
Binders,-5.7638,4/24/2017
Paper,3.6288,12-10-2017
Furnishings,23.316,12-10-2017
Tables,-227.4912,8/16/2014
Paper,15.387,12-09-2017
Binders,5.096,12-09-2017
Furnishings,6.2905,3/14/2016
Accessories,3.5742,6/26/2016
Accessories,19.8276,9/25/2015
Binders,7.0854,9/25/2015
Phones,52.49,9/25/2015
Appliances,31.0184,12/27/2015
Labels,10.3488,12/27/2015
Tables,113.4936,06-03-2014
Binders,4.2804,7/13/2015
Chairs,321.84,7/13/2015
Paper,4.6812,7/13/2015
Fasteners,5.8045,02-02-2014
Binders,-7.1148,03-08-2016
Binders,-9.288,11/22/2015
Labels,20.6142,10/30/2017
Phones,16.704,10/30/2017
Paper,3.71,10/30/2017
Chairs,-0.8999,10/30/2017
Art,6.567,10/30/2017
Appliances,510.636,10/30/2017
Paper,5.0064,1/30/2015
